City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
215,laela,-8.5667,32.05,16.44,94,64,1.52,TZ,1682483792
216,olyokminsk,60.3736,120.4264,4.03,57,100,2.53,RU,1682483719
217,yambol,42.4833,26.5,11.14,100,100,1.03,BG,1682483793
218,emerald,-23.5333,148.1667,27.97,35,35,4.86,AU,1682483506
219,likasi,-10.9814,26.7333,14.65,92,46,1.35,CD,1682483795
220,gumi,36.1136,128.336,16.82,33,49,7.4,KR,1682483796
221,usogorsk,63.4106,48.6872,2.14,99,100,2.71,RU,1682483797
222,puerto baquerizo moreno,-0.9,-89.6,25.61,78,37,2.48,EC,1682483799
223,kattivakkam,13.2167,80.3167,32.82,75,49,4.02,IN,1682483799
224,constitucion,-35.3333,-72.4167,13.83,65,100,3.25,CL,1682483547
225,sines,37.9562,-8.8698,14.05,89,24,3.12,PT,1682483800
226,veseloyarsk,51.2836,81.1056,15.86,45,100,5.57,RU,1682483801
227,quatre cocos,-20.2078,57.7625,26.16,76,10,3.27,MU,1682483802
228,biloela,-24.4167,150.5,28.55,30,0,6.95,AU,1682483803
229,chul'man,56.8479,124.9104,0.14,58,41,0.38,RU,1682483600
230,invercargill,-46.4,168.35,11.68,82,100,0.89,NZ,1682483521
231,masterton,-40.9597,175.6575,16.05,80,98,1.8,NZ,1682483516
232,port douglas,-16.4833,145.4667,26.79,66,48,7.34,AU,1682483806
233,rio gallegos,-51.6226,-69.2181,3.03,87,0,0.51,AR,1682483806
234,cimitarra,6.3142,-73.9497,23.1,95,96,1.28,CO,1682483807
235,shingu,33.7333,135.9833,20.25,69,100,2.94,JP,1682483808
236,luderitz,-26.6481,15.1594,16.8,76,4,2.91,NA,1682483809
237,egersund,58.4513,5.9997,3.94,61,8,8.6,NO,1682483809
238,weifang,36.71,119.1019,19.84,14,0,2.24,CN,1682483810
239,trenggalek,-8.05,111.7167,31.15,63,52,2.04,ID,1682483811
240,turpan,42.9333,89.1667,24.48,16,38,2.83,CN,1682483811
241,mocorito,25.4833,-107.9167,17.89,60,45,0.91,MX,1682483812
242,nuuk,64.1835,-51.7216,0.34,100,100,6.71,GL,1682483813
243,cadale,2.7603,46.3222,28.91,72,100,3.58,SO,1682483813
244,mendoza,-32.8908,-68.8272,14.74,67,0,0.0,AR,1682483814
245,crane,31.3974,-102.3501,19.31,66,8,8.62,US,1682483815
246,al kharijah,25.4514,30.5464,23.59,25,0,2.67,EG,1682483815
247,mariental,-24.6333,17.9667,20.36,58,0,4.75,NA,1682483816
248,quzhou,28.9594,118.8686,21.16,54,8,2.32,CN,1682483816
249,kone,-21.0595,164.8658,25.54,79,100,0.78,NC,1682483817
250,susuman,62.7833,148.1667,-2.07,80,98,0.84,RU,1682483601
251,guerrero negro,27.9769,-114.0611,14.9,81,0,6.01,MX,1682483818
252,yelizovo,53.1873,158.3805,7.08,45,75,8.0,RU,1682483819
253,torata,-17.0769,-70.8433,15.08,60,4,0.42,PE,1682483820
254,mogocha,53.7333,119.7667,5.92,31,79,1.5,RU,1682483820
255,north bend,43.4065,-124.2243,11.07,89,0,5.66,US,1682483821
256,baglung,28.2719,83.5898,26.56,23,65,2.86,NP,1682483821
257,umba,66.6871,34.3429,0.13,77,99,4.56,RU,1682483596
258,ta`u,-14.2336,-169.5144,28.11,72,23,2.52,AS,1682483823
259,ghat,24.9647,10.1728,22.24,24,2,0.49,LY,1682483823
260,ulsteinvik,62.3432,5.8487,2.4,86,100,4.02,NO,1682483824
261,alofi,-19.0595,-169.9187,26.94,78,75,5.66,NU,1682483825
262,livingston,55.9029,-3.5226,2.71,87,0,1.54,GB,1682483595
263,hengchun,22.0042,120.7439,25.61,72,50,10.12,TW,1682483826
264,kapuskasing,49.4169,-82.4331,-1.95,100,100,3.09,CA,1682483552
265,sarangani,5.4033,125.4636,28.94,75,100,8.37,PH,1682483827
266,udachny,66.4167,112.4,-1.97,73,100,5.73,RU,1682483828
267,iraucuba,-3.7461,-39.7833,22.11,96,85,1.78,BR,1682483828
268,shuangyang,43.5242,125.6736,11.88,22,0,3.07,CN,1682483829
269,pacific grove,36.6177,-121.9166,13.82,85,0,0.45,US,1682483552
270,grande prairie,55.1667,-118.8027,3.1,38,40,4.63,CA,1682483779
271,jamsa,61.8642,25.19,7.4,82,11,2.73,FI,1682483832
272,prey veng,11.4868,105.3253,34.0,44,99,0.86,KH,1682483832
273,qui nhon,13.7667,109.2333,28.98,66,75,7.04,VN,1682483833
274,saipan,15.1355,145.701,32.39,100,40,9.77,MP,1682483834
275,obidos,-1.9175,-55.5181,22.64,98,95,0.56,BR,1682483834
276,fukuecho,32.6881,128.8419,17.2,55,20,6.69,JP,1682483835
277,kruisfontein,-34.0033,24.7314,14.61,92,38,1.7,ZA,1682483836
278,karratha,-20.7377,116.8463,30.92,33,92,1.58,AU,1682483577
279,okha,53.5739,142.9478,1.77,88,100,7.46,RU,1682483837
280,kitimat,54.0524,-128.6534,6.62,28,100,1.23,CA,1682483838
281,san matias,-16.3667,-58.4,22.75,88,3,1.35,BO,1682483839
282,krasnoural'sk,58.3638,60.0407,15.33,50,100,2.39,RU,1682483839
283,kingston,17.997,-76.7936,26.53,81,20,3.09,JM,1682483715
284,chui,-33.6971,-53.4616,17.25,95,100,2.06,UY,1682483841
285,bontang,0.1333,117.5,29.57,67,100,2.9,ID,1682483841
286,huangnihe,43.5583,128.0239,11.57,21,2,4.56,CN,1682483842
287,turtas,58.9417,69.1325,13.67,65,54,0.8,RU,1682483843
